,news,type
1531,"Parry relishes Anfield challenge
unicode error",sport
1532,"Fit-again Betsen in France squad
Forwards: Nicolas Mas, Sylvain Marconnet, Olivier Milloud, William Servat, Sebastien Bruno, Fabien Pelous, Jerome Thion, Gregory Lamboley, Serge Betsen, Julien Bonnaire, Sebastien Chabal, Yannick Nyanga.Laporte said he was confident that Betsen would be cleared by the panel investigating his alleged trip that broke Wasps centre Stuart Abbott's leg.France's regular back-row combination of Betsen, Harinordoquy and Olivier Magne were all missing from France's side at the weekend because of injury.",sport
1533,"Connors' rallying cry for British tennis
There's only one number one spot and it's lonely up there, but it's got the best view.""""You know, everybody hits the ball well and there's a very fine line between number one and number 100,"" said Connors.""Britain has a different attitude, the right attitude, in taking the game forward and finding the next Wimbledon champion,"" said Connors.",sport
1534,"Celtic make late bid for Bellamy
Bellamy was fined two weeks' wages after a live TV interview in which he accused Souness of lying, following a very public dispute about what position Bellamy should play in the side.Celtic are in no position to match Birmingham's £6m offer but a stay until the end of the season could suit Bellamy while he considers his future.Chairman Freddy Shepherd described Bellamy's behaviour as ""totally unacceptable and totally unprofessional"".
",sport
1535,"Tulu to appear at Caledonian run
 
 Two-time Olympic 10,000 metres champion Derartu Tulu has confirmed she will take part in the BUPA Great Caledonian Run in Edinburgh on 8 May.""She might be 33 next month, but that didn't stop her winning the Olympic 10,000m bronze medal last summer.""We are delighted to have secured the services of one the most decorated competitors the sport has ever seen,"" said race director Matthew Turnbull.",sport
1536,"Cole refuses to blame van Persie
 
 Ashley Cole has refused to blame Robin van Persie for leaving Arsenal with no fully-fit strikers for the FA Cup fifth round replay at Sheffield United.I've been sent off a couple of times now and it's just one of those things when you go a bit crazy for one or two seconds.Van Persie is suspended alongside Dennis Bergkamp and Jose Antonio Reyes after being sent off at Southampton when Arsenal had a numerical advantage.",sport
1537,"Spain coach faces racism inquiry
unicode error",sport
1538,"Owen set for skipper role
Ruddock praised Owen's contribution as vice-captain and pack leader in this year's wins over England, Italy and France, notably his role in the second-half in Paris following Thomas' injury. 
 Wales number eight Michael Owen says replacing Gareth Thomas as Wales' captain will be straightforward because of the leadership quality in the squad.""Gareth is going to be a massive loss because he is a brilliant player and he has done a fantastic job since he has been captain,"" said Owen.",sport
1539,"Parker misses England clash
G Thomas (Toulouse (capt); H Luscombe (Dragons), T Shanklin (Blues), G Henson (Ospreys), S Williams (Ospreys); S Jones (Clermont Auvergne), D Peel (Scarlets); G Jenkins (Blues), M Davies (Gloucester), A Jones (Ospreys), B Cockbain (Ospreys), R Sidoli (Blues), D Jones (Scarlets), M Williams (Blues), M Owen (Dragons).R McBryde (Scarlets), J Yapp (Blues), J Thomas (Ospreys), R Jones (Ospreys), G Cooper (Dragons), C Sweeney (Dragons), K Morgan (Dragons).
""Initially when I had the diagnosis it was a case of trying to get fit for the Italy game next week, but fortunately my recovery has been a lot quicker than we all hoped,"" Williams told BBC Sport Wales.",sport
1540,"Ruddock backs Yapp's credentials
Ruddock's assessment was backed up by Yapp's coach at the Blues, former Wales and Lions prop Dai Young.""John's been on an upward curve all season and is going from strength to strength,"" Young told BBC Sport Wales.Ruddock hopes that the selection of Yapp and Dragons lock Ian Gough - out of the international reckoning since falling out with former coach Steve Hansen - will send a message to other players in Wales.",sport
1541,"Ronaldo considering new contract
""The United board have already made an offer to renew the contract but I'm trying not to think about it,"" he told the News of the World. 
 Manchester United winger Cristiano Ronaldo said he is close to agreeing to a new contract at Old Trafford.The Portugal star, who joined in August 2003 on a five-year-deal, is a regular in the United first-team.",sport
1542,"Campbell lifts lid on United feud
 
 Arsenal's Sol Campbell has called the rivalry between Manchester United and the Gunners ""bitter and personal"".""It is just more bitter and personal against United,"" the defender told The Guardian newspaper.""It had a psychological impact on us, but again because of the way we were defeated,"" added the 30-year-old, referring to a controversial penalty award for United's first goal.",sport
1543,"Dundee Utd 4-1 Aberdeen
Richie Byrne's header gave Aberdeen a way back into the game, but Stevie Crawford restored United's lead from 18 yards before half time.United doubled their lead after 29 minutes when Grady tapped the ball into an empty net after Robson had headed Mark Wilson's cross off the angle of post and bar.Grady received a pass from Crawford with his back to goal on the edge of the box and after taking one touch, he spun to volley the ball past the despairing dive of Esson.",sport
1544,"McIlroy continues winning streak
The Northern Ireland runner set a new personal best of one minute, 46.68 seconds - a time good enough to qualify for the European Indoor Championships. 
 James McIlroy stormed to his second international victory in less than a week, claiming the men's 800m at the TEAG indoor meeting in Erfurt.The AAA indoor and outdoor champion accelerated away from the field in the final 300m, beating German Wolfram Mulle by 0.90 seconds.",sport
1545,"Stuart joins Norwich from Addicks
Stuart spent just over four years at Goodison Park, making 125 senior appearances and scoring 25 goals, before signing for Sheffield United - where he scored 12 goals in 68 appearances.Stuart, a former England Under-21 international, made 110 appearances for Chelsea, scoring 18 goals, before joining Everton.After signing for Charlton he made 164 appearances, scoring 23 times, but recently he has been battling a back problem and had not played for the Londoners for three months before heading to Norwich.
",sport
1546,"Funding cut hits Wales Students
Players who have played for Wales Students before going on to win full senior representative honours include Robert Jones, Rob Howley, Jon Humphreys, Darren Morris, Martyn Williams and Ceri Sweeney.
The secretary of the Welsh Students Rugby Football Union, Reverend Eldon Phillips, said: ""It is a shame that fixtures cannot be maintained this year.""The increasing number of young rugby players entering Higher Education look for the biggest challenge, that is representative rugby, but this year that opportunity will be denied them.",sport
1547,"Collins banned in landmark case
""The CAS panel's decision confirms that those who violate the rules will be sanctioned as part of USADA's ongoing efforts to protect the rights of the overwhelming majority of US athletes that compete drug-free,"" said Madden. 
 Sprinter Michelle Collins has received an eight-year ban for doping offences after a hearing at the North American Court of Arbitration for Sport (CAS).""The USADA has proved, beyond a reasonable doubt, that Collins took EPO, the testosterone/epitestosterone cream and THG,"" said a CAS statement.",sport
1548,"Disappointed Scott in solid start
Vivancos slashed his personal best to equal the Spanish record with a time of 7.60secs while Kronberg and Dorival clocked 7.62secs and 7.63secs respectively.
 
 Allan Scott is confident of winning a medal at next week's European Indoor Championships after a solid debut on the international circuit.""It was definitely a learning curve and I certainly haven't ruled out challenging for a medal next week,"" said the East Kilbride athlete.",sport
1549,"FA probes crowd trouble
 
 The FA is to take action after trouble marred Wednesday's Carling Cup tie between Chelsea and West Ham.Police in riot gear battled with West Ham fans in the Matthew Harding stand and at least one supporter required treatment.West Ham boss Alan Pardew said: ""It's a shame because I thought there was good English banter in the crowd.",sport
1550,"Kenteris denies faking road crash
""I told the hospital, which was an Olympics-accredited hospital, to call the IOC and have me tested on the spot but no-one came."" 
 Greek sprinter Kostas Kenteris has denied claims that he faked a motorbike crash to avoid a doping test days before the start of the Olympics.Kenteris, speaking on Greece's Alter Television station, also claimed that he asked to be tested for banned substances in hospital after the crash.",sport
1551,"Sociedad set to rescue Mladenovic
The 28-year-old, who joined Rangers from Red Star Belgrade for £1.2m in the close season, is expected in San Sebastian later this week following his national side's game against Bulgaria.Sociedad have been given special permission by the Spanish FA to sign a player due to an injury crisis.Mladenovic's time at Ibrox has been plagued with injury and he has made just six starts in six months with the Glasgow club.
",sport
1552,"Merritt close to indoor 400m mark
The Olympic silver medallist's time of three minutes 49.89secs was inferior only to the 1997 world record of Moroccan Hicham El Guerrouj and former world record holder Eamonn Coghlan of Ireland's 3:49.78.Kenyan Bernard Lagat missed out on the world record by 1.45secs as he ran the third quickest indoor mile ever to beat Canada's Nate Brannen by almost 10secs.Cragg, who recently defeated Olympic 10,000m champion Kenenisa Bekele in Boston, held off Bekele's Ethiopian colleague Markos Geneti by only 0.19secs to secure his victory.",sport
1553,"Captains lining up for Aid match
L Dallaglio (England), B Cohen (England), A Rougerie (France), D Traille (France), F Pelous (France), R Ibanez (France), P de Villiers (France), B O'Driscoll (Ireland, capt), P O'Connell (Ireland), D Humphreys (Ireland), C Paterson (Scotland), C Cusiter (Scotland), G Bullock (Scotland), S Taylor (Scotland), A Lo Cicero (Italy), M Bortolami (Italy), S Parisse (Italy), D Peel (Wales), C Sweeney (Wales), J Thomas (Wales), R Williams (Wales), J Yapp (Wales).C Latham (Australia); R Caucaunibuca (Fiji), J Fourie (S Africa) T Umaga (New Zealand), S Bobo (Fiji); A Mehrtens (New Zealand) G Gregan (Australia, capt); T Kefu (Australia), P Waugh (Australia), S Burger (S Africa); I Rawaqa (Fiji), V Matfield (S Africa); K Visagie (S Africa), J Smit (S Africa), C Hoeft (New Zealand).Reserves: B Reihana (New Zealand), B Lima (Samoa), E Taukafa (Tonga), O Palepoi (Samoa), S Sititi (Samoa), M Rauluni (Fiji), A N Other.
",sport
1554,"Wilkinson to lead England
""Captaincy offers a challenging environment for any player, especially following in the footsteps of Lawrence Dallaglio and before him the World Cup captain, Martin Johnson.""But I am confident Jonny has what it takes to do an outstanding job as we look ahead towards the next Rugby World Cup in France and I look forward to working with him.""""It's the ambition of so many players to one day be captain of England and today I have realised a dream,"" he said.",sport
1555,"Slovakia reach Hopman Cup final
Meghann Shaughnessy lost the opening match against Alicia Molik but James Blake levelled the tie with a 6-3 6-4 win over Paul Baccanello, who came in as a replacement for the injured Mark Philippoussis.Hantuchova, who did not win a Hopman Cup singles match in 2004, has been in good form during this year's event and has won two of her three matches.Daniela Hantuchova defeated Michaella Krajicek 6-4 6-2 to give the Slovaks the perfect start before Dutchman Peter Wessels retired against Dominik Hrbaty.",sport
1556,"Jansen suffers a further setback
Rovers' assistant manager Mark Bowen said: ""Matt had a small operation to trim knee cartilage.Bowen added: ""I'm guessing, but I reckon maybe two to three weeks before he is back in action completely.""He returned to first-team action soon after Mark Hughes' appointment as Blackburn boss and marked it with a goal against Portsmouth in his first appearance of the season.",sport
1557,"Johansson takes Adelaide victory
""I believe men's tennis is all about holding serve and if he's playing like that on his own serve I don't see how guys are going to break him,"" said Dent. 
 Second seed Joachim Johansson won his second career title with a 7-5 6-3 win over Taylor Dent at the Australian hardcourt championships in Adelaide.Afterwards, Dent said he rated US Open semi-finalist Johansson as a top contender at the Australian Open, which starts on 17 January.",sport
1558,"Injury doubts beset Wales squad
Coyne (Burnley), Jones (Wolves), Roberts (Wrexham), Collins (Sunderland), Edwards (Wolves), Gabbidon (Cardiff), Page (Cardiff), Partridge (Motherwell), Ricketts (Swansea), Roberts (Tranmere), Weston (Cardiff), Davies (Tottenham), Fletcher (West Ham), Giggs (Man Utd), Koumas (West Brom), Robinson (Sunderland), Savage (Blackburn), Williams (West Ham), Bellamy (Newcastle), Earnshaw (West Brom), Hartson (Celtic).
There were also doubts over Gabbidon's fellow Cardiff defender Rhys Weston, but the full-back appears to have shrugged off the knock he picked up in the Bluebirds' 1-0 loss to West Ham on Sunday.The news leaves Wales boss John Toshack short in defence for his first game in charge, with Aston Villa's Mark Delaney injured and James Collins with the Under-21s.",sport
1559,"Greene sets sights on world title
Greene was also denied Olympic gold in the 4x100m men's relay when he could not catch Britain's Mark Lewis-Francis on the final leg.""I believe that's what put me in lane seven in the final and, while I was in lane seven, I couldn't feel anything in the race. 
 Maurice Greene aims to wipe out the pain of losing his Olympic 100m title in Athens by winning a fourth World Championship crown this summer.",sport
1560,"Rusedski angry over supplements
""This event comes in the hottest period of the year, so you would hope the stuff would be available for it.""""You would think they would have been available in December as it can take two months for the body to respond. 
 Greg Rusedski has criticised the governing body of men's tennis for not releasing contamination-free supplements in time for the new season.",sport
1561,"Rangers seal Old Firm win
Rangers were beginning to dominate the midfield and Vignal, collecting a knock back from Fernando Ricksen, broke the deadlock, Douglas somehow letting the Frenchman's dipping drive slip through his grasp.Rangers had rarely threatened until Celtic goalkeeper Rab Douglas let defender Vignal's 25-yard drive slip through his grasp and into the net.Hartson foxed Vignal at the edge of the Rangers box, but the striker's shot on the turn was again beaten away by Waterreus.",sport
1562,"Brizzel to run AAA's in Sheffield
Willowfield's Paul Rowan will go in as individual favourite but Annadale could have a tough job holding on to their team title as Andrew Dunwoody and Noel Pollock are unlikely to run.
An injury crisis in the Annadale Striders squad led to Donnelly being entered by coach John McLaughlin but the athlete told BBC Sport on Friday evening that he would not be running. 
 Ballymena sprinter Paul Brizzel will be among eight of Ireland's European Indoor hopefuls competing in this weekend's AAA's Championships.",sport
1563,"Claxton hunting first major medal
The 25-year-old has already smashed the British record over 60m hurdles twice this season, setting a new mark of 7.96 seconds to win the AAAs title. 
 British hurdler Sarah Claxton is confident she can win her first major medal at next month's European Indoor Championships in Madrid.And at last week's Birmingham Grand Prix, Claxton left European medal favourite Russian Irina Shevchenko trailing in sixth spot.",sport
1564,"Real will finish abandoned match
""I'd also like to take the chance to say that tomorrow's game will take place,"" Butragueno declared of the ""Partido contra la Pobreza"" (Game Against Poverty).The two clubs met the Spanish FA on Monday and Astiazaran added: ""We thought about giving the game as concluded but after talking with the FA we decided there was no precedent for that and the best thing was to play the time that was remaining.""Butragueno confirned, before confirming that Tuesday's charity match - which has been billed as ""Ronaldo's friends against Zidane's friends"" - will go ahead as planned.",sport
1565,"Greek sprinters 'won't run again'
Speaking to the Greek Parliament on Tuesday, Sevastis said that the evidence sent by the International Olympic Committee and athletics governing body the IAAF was not strong enough for the Greek Association to find the sprinters guilty.Greek Athletics Federation boss Vassilli Sevastis told the country's parliament: ""I believe Kenteris and Thanou won't race again.But Sevastis said: ""It does not matter if they are found guilty at the Court of Arbitration for Sport and the current decision is reversed.""",sport
1566,"Johnson uncertain about Euro bid
 
 Jade Johnson is undecided about whether to contest next month's European Indoor Championships in Madrid despite winning the AAAs long jump title on Saturday.The 24-year-old delivered a personal best of 6.50m to win the European trials but had to wait until her final jump after four failures.And the Commonwealth and European silver medallist believes her lack of experience in the early part of the season has knocked her confidence.",sport
1567,"Ireland 21-19 Argentina
O'Gara finally got Ireland on the board with a dropped goal in the ninth minute only for Contepomi to rifle over his second penalty two minutes later.O'Gara managed to land his second penalty in the 36th minute, but once again Contepomi replied in kind four minutes into first-half injury time.O'Gara rifled over another penalty in the 45th minute, but Contepomi matched it three minutes later.",sport
1568,"Woodward eyes Brennan for Lions
 
 Toulouse's former Irish international Trevor Brennan could be one of Clive Woodward's many surprises when the 44-man Lions tour squad is announced.""I've spoken to quite a few players, and they probably don't know what they're actually saying when we're having these conversations,"" he told the newspaper.The 31-year-old former Dublin milkman moved from Leinster to Toulouse in 2003 and immediately picked up a Heineken Cup winner's medal in an all-French final against Perpignan at Lansdowne Road.",sport
1569,"Henman & Murray claim LTA awards
""I've often felt that the conditions suit my game in Melbourne so I'd love to be able to start next year by doing well at the Australian Open,"" Henman told his website.Scotland's Andrew Murray was named young player of the year after winning the US Open juniors, as well as a Futures event in Italy.""I think that will give me the best possible chance of doing well at the Australian Open.""",sport
1570,"Harinordoquy suffers France axe
Dimitri Yachvili (Biarritz), Pierre Mignoni (Clermont), Yann Delaigue (Castres), Frederic Michalak (Stade Toulousain), Damien Traille (Biarritz), Yannick Jauzion (Stade Toulousain), Ludovic Valbon (Biarritz), Christophe Dominici (Stade Francais), Cedric Heymans (Stade Toulousain), Julien Laharrague (Brive)
 
 Sylvain Marconnet (Stade Francais), Nicolas Mas (Perpignan), Olivier Milloud (Bourgoin), Sebastien Bruno (Sale/ENG), William Servat (Stade Toulousain), Fabien Pelous (Stade Toulousain, capt), Jerome Thion (Biarritz), Pascal Pap&#233; (Bourgoin), Gregory Lamboley (Stade Toulousain), Serge Betsen (Biarritz), Julien Bonnaire (Bourgoin), Yannick Nyanga (B&#233;ziers)
""We know the Ireland game will be fast and rough and we also want to be able to replace both locks during the game if needed, and Gregory Lamboley can also come on at number seven or eight. 
 Number eight Imanol Harinordoquy has been dropped from France's squad for the Six Nations match with Ireland in Dublin on 12 March.",sport
1571,"Chelsea ridiculed over complaint
 
 Barcelona assistant coach Henk Ten Cate has branded Chelsea's expected complaint to Uefa as ""pathetic"".Uefa delegate Thomas Giordano added: ""The only unusual thing that happened as far as we are concerned is that Chelsea failed to present themselves in the press conference.""The source of Chelsea's anger was an alleged talk between Barca boss Frank Rijkaard and referee Anders Frisk, who later dismissed Didier Drogba.",sport
1572,"Campbell to extend sprint career
""To go to Athens and finally get the gold I've been trying to get for 24 years was a big relief,"" said Campbell.But he told Five Live's Sportsweek: ""I had to get back into training before I could decide because if I didn't have the same hunger I'd have to walk away.Campbell's relay triumph made up for his disappointing displays in the individual 100m and 200m events in Athens, when he failed to reach the finals.",sport
1573,"Jones happy with Henson heroics
""Physically he's a specimen: he's a balanced player, he glides when he runs and obviously he's got a great kicking game as well,"" Jones said.Jones was happy to hail Henson's heroic contribution to Wales' first win over England in Cardiff since 1993.""Two years ago when we played Italy I wasn't involved and we lost, so we've got to put that right next week.""",sport
1574,"Weir poised for Sunderland move
''Personally, I would rather see him making an impact at local level to build up his physique before moving into the full-time game.The 17-year-old Irish League midfielder was also being chased by Rangers and Fulham, but Mick McCarthy's side appear to have won the race. 
 Larne's teenage star Robbie Weir is poised to join Sunderland after turning down a move to Stoke City.",sport
1575,"Wright-Phillips to start on right
""Shaun Wright-Phillips will probably start the game,"" said Eriksson. 
 England coach Sven-Goran Eriksson has revealed Shaun Wright-Phillips will start against the Netherlands.Eriksson also revealed that Wes Brown will start alongside Jamie Carragher in the injury-hit centre of defence.",sport
1576,"Leeds v Saracens (Fri)
 
 Headingley
 
 Friday, 25 February
 
 2000 GMT
 
 The Tykes have brought in Newcastle prop Ed Kalman and Tom McGee from the Borders on loan while fly-half Craig McMullen has joined from Narbonne.Saracens: Bartholomeusz; Castaignede, Sorrell, Harris, Vaikona; Jackson, Bracken; Yates, Ibanez, Visagie; Raiwalui, Fullarton; Randell, Russell, Vyvyan (capt).Leeds: Balshaw; Rees, Christophers, Bell, Doherty; McMullen, Dickens; McGee, Rawlinson, Gerber; Murphy, Palmer (capt), Morgan, Parks, Popham.",sport
1577,"Mourinho receives Robson warning
""I am not in a hurry to take the wrong job, but I am ready to take the right job and I feel there is another job in me,"" he added.It would be his team against my team - but I would not be afraid of that.""""Jose is doing very well at the moment,"" Robson added of the man who worked for him for six years.",sport
1578,"Fear will help France - Laporte
""Playing with the France team has always been a dream and now it has come true and I am about to face England at Twickenham in the Six Nations."" 
 France coach Bernard Laporte believes his team will be scared going into their game with England on Sunday, but claims it will work in their favour.Laporte will announce his starting line-up on Wednesday at the French team's training centre in Marcoussis, near Paris.
",sport
1579,"Ajax refuse to rule out Jol move
 
 Ajax have refused to reveal whether Tottenham's boss Martin Jol is on the Dutch champions' shortlist to become the Amsterdam club's new coach.An Ajax spokesman told BBC Sport: ""The coach must fit our profile - a coach who understands the Dutch league and offensive and distinctive football.Cruyff has admitted he has been impressed by the way former RFC Waalwijk coach Jol has turned round Spurs' fortunes since taking over from Jacques Santini.",sport
1580,"Robinson ready for difficult task
He missed a tackle on Michael Owen in the build-up to Wales' try, conceded a penalty at the breakdown, was turned over in another tackle and fumbled Gavin Henson's cross-kick into touch, all inside the first quarter. 
 England coach Andy Robinson faces the first major test of his tenure as he tries to get back to winning ways after the Six Nations defeat by Wales.Tait, given little opportunity to shine in attack, received praise from Robinson afterwards, even if the coach admitted Cardiff was an ""unforgiving place"" for the teenage prodigy.",sport
1581,"Hearts 2-1 Livingston
Meldrum, McNamee, Bahoken (Stanic 45), Deloumeaux, Strong, Dair, Easton, Mark Wilson (Vincze 45), Lilley (Horvath 45), O'Brien, McPake.The impressive Mikoliunas twice went close before half time - a low drive was comfortably gathered by Meldrum and then he curled a left-footed shot past the keeper's right-hand post.The Livi striker ignored the pass, however, and Dair ran on to it and played Easton in at the back post and he headed home from close range.",sport
1582,"Ireland surge past Scots
G Murphy; G Dempsey, S Horgan, K Maggs, D Hickie, R O'Gara, P Stringer; R Corrigan, S Byrne, J Hayes, M O'Kelly, P O'Connell, S Easterby, J O'Connor, A Foley.: C Paterson; S Danielli, A Craig, H Southwell, S Lamont; D Parks, C Cusiter; T Smith, G Bulloch (capt), G Kerr; S Grimes, S Murray; J White, A Hogg, J Petrie.O'Gara added the conversion and a further penalty, after Shane Horgan almost grabbed a second try from O'Gara's chip to the corner, only for the ball to spill from his hand.",sport
1583,"Tottenham bid &#163;8m for Forest duo
Forest chief executive Mark Arthur said: ""We've received an £8m bid from Spurs for the two players and we're considering the offer.""Reid rejected a move to Southampton after Forest accepted a cash-plus-players offer while Spurs had made previous bids for the 22-year-old. 
 Nottingham Forest have confirmed they have received an £8m bid from Tottenham for Andy Reid and Michael Dawson.",sport
1584,"Mauresmo opens with victory in LA
""It's hard to go out there and get it right but I'm fighting and I'm hoping,"" said Williams.France's Mauresmo routed Vera Zvonareva 6-1 6-0, while Wimbledon champion Sharapova was a 6-1 6-4 winner over fellow Russian Svetlana Kuznetsova.""She got mad a little bit and I played some great tennis,"" said Mauresmo, who was runner-up to Kim Clijsters in last year's final.",sport
1585,"Pavey focuses on indoor success
 
 Jo Pavey will miss January's View From Great Edinburgh International Cross Country to focus on preparing for the European Indoor Championships in March.The 31-year-old was third behind Hayley Yelling and Justyna Bak in last week's European Cross Country Championships but she prefers to race on the track.Pavey, who came fifth in the 5,000m at the Athens Olympics, helped the British cross country team win the team silver medal in Heringsdorf last week.",sport
1586,"Lions blow to World Cup winners
""I think it's absolutely critical and with the history of the Lions we have got to take players playing for the four countries."" 
 British and Irish Lions coach Clive Woodward says he is unlikely to select any players not involved in next year's RBS Six Nations Championship.But Woodward added: ""The key thing that I want to stress is that I intend to use the Six Nations and the players who are available to international rugby as the key benchmark.",sport
1587,"Kuznetsova 'failed a drugs test'
If there is a positive sample, then they should notify the International Tennis Federation (ITF) as well as the national federation within three days,"" he said.Eerdekens said that confirmation of the findings was sent last Friday to the player's address in Spain, as well as to the Belgian prosecutors' office and the Belgian and Russian tennis federations.Belgian sports minister Claude Eerdekens said that the Russian world number five tested positive for the stimulant ephedrine on 19 December.",sport
1588,"D'Arcy injury adds to Ireland woe
: Murphy, Dempsey, Horgan, Maggs, Hickie, O'Gara, Stringer, Corrigan, Byrne, Hayes, O'Kelly, O'Connell, capt, S Easterby, O'Connor, Foley.The only other change to the Ireland side from last weekend's win in Rome sees Wasps flanker Johnny O'Connor replacing Denis Leamy.Girvan Dempsey comes into the team to take the right wing spot while Gavin Duffy is called up to the replacements.",sport
1589,"Bellamy fined after row
Bellamy's claim that Souness had lied about the background to the bust-up was strongly denied by Shepherd, who accused the striker of ""cheating"" the club.""I don't want the fans to think for one minute that I wouldn't play for this club,"" he said.""At that meeting Bellamy admitted to Graeme and I that he had told the players that he was going to ""fake"" an injury in training and walk off.",sport
1590,"Agassi fear for Melbourne
 
 Andre Agassi's involvement in the Australian Open was put in doubt after he pulled out of the Kooyong Classic with a hip injury.""I have to wait and see what I'm dealing with - it's a pretty scary feeling out there when something doesn't feel right and is getting worse.Agassi was serving at 5-6 down in the first set to fellow American Andy Roddick when he decided to bring a premature end to the match.",sport
1591,"Moya emotional after Davis Cup win
 
 Carlos Moya described Spain's Davis Cup victory as the highlight of his career after he beat Andy Roddick to end the USA's challenge in Seville.""I think it will help these guys even on slow hard courts to learn how to mix things up a little bit and to play a little bit smarter and tactically better.""""But certainly I think we can put the work in at the appropriate time and play a couple more events and play against these guys who are the best on this stuff,"" said McEnroe.",sport
1592,"White admits to Balco drugs link
""He's the one who told me that it wasn't what he said it was,"" White said in the San Francisco Chronicle.""My whole belief about Victor is that he was selling a product,"" White said in the LA Times.""Whether it be a good product or a bad product, he was selling a product.""",sport
1593,"Preview: Ireland v England (Sun)
J Robinson (capt); M Cueto, J Noon, O Barkley, J Lewsey; C Hodgson, H Ellis; G Rowntree, S Thompson, M Stevens; D Grewcock, B Kay; J Worsley, L Moody, M Corry.G Murphy; G Dempsey, B O'Driscoll, S Horgan, D Hickie; R O'Gara, P Stringer; R Corrigan, S Byrne, J Hayes; M O'Kelly, P O'Connell; S Easterby, J O'Connor, A Foley. 
 Lansdowne Road, Dublin
 
 Sunday, 27 February
 
 1500 GMT
 
 BBC1, Radio 4 LW and this website
 
 Ireland are going for their first Grand Slam since 1948 after two opening wins, and England represent their sternest test of the Championship so far.",sport
1594,"Iranian misses Israel match
Iran gave judo world champion Arash Miresmaeili a $125,000 reward when he refused to fight an Israeli at the Athens Olympics.The International Judo Federation considered taking action against Miresmaeili but concluded he had been overweight for the fight and could not have taken part.
 
 Iranian striker Vahid Hashemian will not travel to Israel for Bayern Munich's Champions League match against Maccabi Tel Aviv on Wednesday.",sport
1595,"Dent continues Adelaide progress
Dent will meet Swede Joachim Johansson on Sunday after the second seed survived a tense tie-break to defeat Belgium's Olivier Rochus 6-1 7-6 (7/5). 
 American Taylor Dent reached the final of the Australian hardcourt event in Adelaide with a crushing 6-1 6-1 win over Argentine Juan Ignacio Chela.Rochus was leading 5-4 in the second set tiebreak but his concentration was ruffled by a disputed line call and the match slipped away.",sport
1596,"Dunne keen to commit to Man City
Newcastle boss Graeme Souness is said to have been impressed enough by Dunne's turnaround in form to be ready to make a bid for the big stopper in the January transfer window.But Dunne is keen to put that period of his life behind him and said: ""I've grown up a lot and the manager sees me as one of the most experienced players in the squad.Dunne's professionalism was famously questioned by Keegan, who ordered the defender home after he allegedly turned up for training in a dishevelled state.",sport
1597,"Umaga ready for ""fearsome"" Lions
But Umaga, in England for Saturday's IRB Rugby Aid match, also backed New Zealand to win the three-Test series against the Lions.Umaga will meet O'Driscoll in Saturday's Rugby Aid match at Twickenham, with the Irish captain leading the Northern Hemisphere side.""It'll be good for us to get an early idea of some of these guys, although a lot can change between now and June,"" Umaga said.",sport
1598,"Johnson announces June retirement
""I feel physically that I could play for another season, but playing week in and week out in the Premiership is a full-time occupation and I only want to be out there for the right reasons.""Lomu, rugby union's first global superstar after his exploits in the 1995 World Cup, said he was proud to be part of Johnson's farewell.""This game against Jonah will be a great way to end the season and end my career,"" said Johnson.",sport
1599,"Ferguson urges Henry punishment
""There were 24 fouls in the game by Arsenal, seven on Heinze, five on Ronaldo, six by Vieira - and it was only his sixth foul that got him booked.""Edu produced a terrible tackle on Scholes that was a potential leg-breaker,"" he said.The United boss said it was worse than Ruud van Nistelrooy's foul on Ashley Cole for which he got a three-game ban.",sport
1600,"Federer joins all-time greats
 
 The last year has seen one player dominate men's tennis, and one country dominate the women's game.Kuznetsova went on to give Dementieva another Grand Slam final thrashing, with the latter's wayward serve becoming one of the talking points of the year.Federer began the year as world number one and holder of the Wimbledon and Masters Cup titles, and set about conquering new ground.",sport
1601,"Williams says he will never quit
""We could have won in Paris but for the last five minutes and now we have two defeats, but we were confident for those two first games and we are confident we can beat Italy too."" 
 Defiant Matt Williams says he will not quit as Scotland coach even if his side slump to a new low with defeat by Italy at Murrayfield.Williams has yet to experience an RBS Six Nations victory after seven attempts and Scotland have lost 12 of their 14 games under his leadership.",sport
1602,"Murphy: That was a bruising battle
It was great work by Brian and I always knew I had scored even though it went upstairs to the video referee.But we managed to get the ball in our hands and I got a try near the end of the first half.That new ruck law made it a bit more difficult to get out of our own half.",sport
1603,"Mourinho to escape FA charge
Referees chief Keith Hackett believes Mourinho should retract his comments about Ferguson and Barry as he believes the Blues boss has questioned their integrity.""I see one referee in the first half and another in the second,"" said Mourinho.Mourinho intimated that United boss Sir Alex Ferguson influenced referee Neale Barry after the duo walked down the tunnel together at half-time.",sport
1604,"Kluft impressed by Sotherton form
Sotherton has also displayed promise, with a new high jump personal best in Sheffield at the combined Norwich Union European trials and AAA Championships, and a second place in the long jump behind Jade Johnson.
Kluft showed impressive early-season form on Tuesday in Stockholm's GE Galan meeting, winning the sprint hurdles, the long jump and the 400m. 
 Olympic heptathlon champion Carolina Kluft was full of admiration for Britain's Kelly Sotherton as the pair prepared to clash in Birmingham.",sport
