,news,type
1748,"Sale host Bath in the Powergen Cup on Friday, but the Frenchman has endured a ""difficult week"" with six players away on England's Six Nations training camp.""Under the Elite Player Squad agreement, England wanted a second opinion, which they can do,"" director of rugby Nigel Melville told the Gloucester Citizen.""They obviously want him for international rugby and we want him for club rugby in what is a very important game for us.",sport
1749,"England given tough Sevens draw
 
 England will have to negotiate their way through a tough draw if they are to win the Rugby World Cup Sevens in Hong Kong next month.""England have the ability and determination to win this World Cup and create sporting history by being the only nation to hold both the 15s and Sevens World Cups at the same time,"" said England sevens coach Mike Friday.England won the first Rugby World Cup Sevens in 1993 with a side that included the likes of Lawrence Dallaglio and Matt Dawson.",sport
1750,"And at 1815 GMT, Great Britain's rugby league team take on Australia in the final of the Tri-Nations tournament.Robinson wants dual code success
 
 England rugby union captain Jason Robinson has targeted dual code success over Australia on Saturday.""They have a great opportunity to land a trophy and it would be a massive boost for rugby league in this country if we won,"" said Robinson.",sport
1751,"Coria lost the semi-final 6-4 6-4 to Rochus, who goes on to face Czech Jan Hernych, a 6-4 7-5 winner over Jose Acasuso of Argentina.Coria conceded that Rochus ""played just too good,"" and added: ""When you give your best out there you can't be too sad.""Rochus shocks Coria in Auckland
 
 Top seed Guillermo Coria went out of the Heineken Open in Auckland on Thursday with a surprise loss to Olivier Rochus of Belgium.",sport
1752,"The Birmingham athlete, who clocked a season's best of 6.61 seconds over 60m in Birmingham last week, also prefers to focus his attentions on next month's European Indoor Championships.Tomlinson stays focused on Europe
 
 Long jumper Chris Tomlinson has cut his schedule to ensure he is fully fit for the European Indoor Championships.The Middlesbrough athlete jumped a season's best of 7.95m at the Birmingham Grand Prix - good enough to push world indoor champion Savante Stringfellow into second.
",sport
1753,"Henson stakes early Lions claim
 
 The Six Nations may be a glittering prize in itself but every player from the four Home Unions will also have one eye on a possible trip to New Zealand with the Lions this summer.With Jonny Wilkinson not playing at the moment due to inury the number 10 shirt could be up for grabs and Jones, or maybe even Henson, could make the Lions team at fly-half.Gordon D'Arcy was unlucky to go off injured early on but I think you could get a Henson, D'Arcy, O'Driscoll combination in the Lions midfield.",sport
1754,"She quickly dropped the first set but from 3-3 in the second found another gear as Davenport's game collapsed, allowing Williams to take the title.Davenport paid tribute to Williams, saying: ""She's had a tough couple of years and she's come back like a champion.""Davenport took advantage to race through the opening set and held six break points in game five of the second.",sport
1755,"The referee also missed England's Danny Grewcock taking out Ronan O'Gara off the ball to allow Martin Corry a Sunday stroll to the line.As far as England were concerned, there were queries over Mark Cueto's first half-effort when he went over in the corner from a Charlie Hodgson kick.The game was as exciting as it comes, with a much-improved England side enraged at a few decisions that did not go their way.",sport
1756,"Lions blow to World Cup stars
 
 British and Irish Lions coach Clive Woodward says he is unlikely to select any players not involved in next year's RBS Six Nations Championship.""I think it's absolutely critical and with the history of the Lions we have got to take players playing for the four countries.""But Woodward added: ""The key thing that I want to stress is that I intend to use the Six Nations and the players who are available to international rugby as the key benchmark.",sport
1757,"Roche 'turns down Federer offer'
 
 Australian tennis coach Tony Roche has turned down an approach from Roger Federer to be the world number one's new full-time coach, say reports.Roche, a former Davis Cup player for Australia, won the French Open, reached the Wimbledon and US Open finals and won five Wimbledon doubles titles with John Newcombe.Some reports claim Federer initially wanted Andre Agassi's Australian coach Darren Cahill, before Agassi confirmed he would play on in 2005.",sport
1758,"Mourinho's side were knocked out of the FA Cup by Newcastle last Sunday before seeing Barcelona secure a 2-1 Champions League first-leg lead in the Nou Camp.Mourinho defiant on Chelsea form
 
 Chelsea boss Jose Mourinho has insisted that Sir Alex Ferguson and Arsene Wenger would swap places with him.""In the Champions League all three teams can either go through or go out but the one team that is in the best position is still Chelsea.""",sport
1759,"""We still need to discuss the options with the IRB (International Rugby Board), the Lions and our SANZAR (South Africa, New Zealand and Australia Rugby) partners, but June or July is seen as a better option than March to ensure we have the cream of southern hemisphere rugby available,"" he said.Sydney to host north v south game
 
 Sydney will host a northern versus southern hemisphere charity match in June or July, the Australian Rugby Union (ARU) said on Wednesday.Coach Clive Woodward's Lions squad will tour New Zealand in June and July, including Tests on 25 June, 2 and 9 July.",sport
1760,"G Thomas (Toulouse, capt); K Morgan (Newport-Gwent), T Shanklin (Cardiff), G Henson (Neath-Swansea), S Williams (Neath-Swansea); S Jones (Clermont Auvergne), D Peel (Llanelli); G Jenkins (Cardiff), M Davies (Gloucester), A Jones; (Neath-Swansea), B Cockbain (Neath-Swansea), R Sidoli (Cardiff); R Jones (Neath-Swansea), M Williams (Cardiff), M Owen (Newport-Gwent).Replacements: R McBryde (Llanelli), J Yapp (Cardiff), J Thomas (Neath-Swansea), R Sowden-Taylor (Cardiff), G Cooper (Newport-Gwent), C Sweeney Newport-Gwent), R Williams (Cardiff).
Wales make two changes for France
 
 Wales coach Mike Ruddock has made two changes from the team that beat Italy 38-8 for Saturday's trip to France.",sport
1761,"C Paterson (Scotland), B Cohen (England), B O'Driscoll (Ireland, capt), D Traille (France), O Smith (England), C Sweeney (Wales), D Humphreys (Ireland), D Peel (Wales); A Lo Cicero (Italy), P de Villiers (France), J Yapp (Wales), R Ibanez (France), P O'Connell (Ireland), M Bortolami (Italy), J Thomas (Wales), S Taylor (Scotland), L Dallaglio (England), S Parisse (Italy), Others to be added.C Latham (Australia); B Lima (Samoa), J Fourie (SA) T Umaga (New Zealand), S Bobo (Fiji); A Mehrtens (NZ) G Gregan (Aus, capt); C Hoeft (NZ), J Smit (SA), C Visagie (SA), S Maling (NZ), V Matfield (SA), S Burger (SA), P Waugh (Aus), T Kefu (Aus).But Leicester's England centre Ollie Smith has been added to the squad, giving him an opportunity to impress Lions coach Sir Clive Woodward, who takes charge of the North side.",sport
1762,"IAAF to rule on Greek sprint pair
 
 Greek sprinters Kostas Kenteris and Katerina Thanou are expected to find out on Wednesday if they will be banned for missing drugs tests this summer.But Kenteris and Thanou then went on to skip tests in Tel Aviv and Chicago, when they decided to fly back to Greece early.Kenteris, 31, won gold in the 200m at the Sydney Olympics in 2000, where Thanou, 29, won silver in the 100m.
",sport
1763,"Hewitt overcomes wobble in Sydney
 
 Lleyton Hewitt gave himself the perfect preparation for next week's Australian Open with victory over Ivo Minar in the final of the Sydney International.Minar, ranked 158th in the world, was forced to pull out of the Australian Open qualifying draw to play in his first ATP final.""I've only played this tournament four times and I've won it four times.""",sport
1764,"""It's only normal when you have got a team put together of such big names that you put the finishing touch to it and the finishing touch at Chelsea is a fantastic manager like Mourinho,"" he said.""We will be challenging to come first as much as every Arsenal player will be challenging to come first.""Gallas sees two-horse race
 
 Chelsea's William Gallas believes they will battle it out with Arsenal for the Premiership in the coming months.",sport
1765,"Everton's Weir cools Euro hopes
 
 Everton defender David Weir has played down talk of European football, despite his team lying in second place in the Premiership after beating Liverpool.Weir told BBC Radio Five Live: ""We don't want to rest on our laurels and say we have achieved anything yet.""Also injuries and suspensions haven't cost us too badly and we have a lot of self-belief around the place.""",sport
1766,"Johnson edges out rival Sotherton
 
 Jade Johnson edged out rival Kelly Sotherton with her last effort to claim the AAAs long jump title at the Norwich Union European Indoor trials.Sale's Robert Mitchell climbed to a season's best of 2.20m - just 3cm short of the European standard - to claim the British indoor high jump title.In the absence of injured British number one Carl Myerscough,
 
 claimed the men's shot put title with a throw of 17.64m, which was below the qualifying mark.",sport
1767,"Fowler's double strike helped City come back from two goals down to clinch a dramatic win at Carrow Road and Keegan sympathised with Norwich boss Nigel Worthington afterwards.Keegan hails comeback king Fowler
 
 Manchester City boss Kevin Keegan has praised striker Robbie Fowler for his landmark return to form.The 29-year-old, out of favour at City earlier this season, took his Premiership goal tally past 150 with a brace in Monday's 3-2 win at Norwich.",sport
1768,"Ferguson hails Man Utd's resolve
 
 Manchester United's Alex Ferguson has praised his players' gutsy performance in the 1-0 win at Aston Villa.""That was our hardest away game of the season and it was a fantastic game of football, end-to-end with lots of good passing,"" said the Old Trafford boss.Ferguson also hailed senior stars Ryan Giggs and Roy Keane, who came off the bench for the injured John O'Shea.",sport
1769,"Wenger offers Mutu hope
 
 Arsenal boss Arsene Wenger would consider signing Adrian Mutu once the striker has served his drugs ban.But Mutu has hit out at the club's decision, saying: ""Chelsea have destroyed me.""Mutu was sacked by Chelsea on Friday after testing positive for cocaine - a move Wenger has backed.",sport
1770,"Balco case trial date pushed back
 
 The trial date for the Bay Area Laboratory Cooperative (Balco) steroid distribution case has been postponed.The Balco defence team have already lost their appeal to have the case dismissed at a pre-trial hearing in San Francisco but will still argue the case should not go to trial.The hearing in June will focus on the admissibility of evidence gathered during police raids on Balco's offices and Anderson's home.",sport
1771,"""For this particular game I think it is appropriate that Ryan Giggs will be captain, it's his 50th cap and he's known for some time about that,"" Toshack said.Giggs handed Wales leading role
 
 Ryan Giggs will captain Wales as he wins his 50th cap in Wednesday's friendly against Hungary in Cardiff.On Wednesday night Toshack takes charge of his first match since replacing Hughes, and Giggs said: ""It's my 50th cap and I am looking forward to it, and I hope to play a lot more times from here on in.",sport
1772,"Farrell saga to drag on - Lindsay
 
 Wigan chairman Maurice Lindsay says he does not expect a quick solution to the on-going saga of captain Andy Farrell's possible switch to rugby union.""As well as the Rugby Football Union, the league, the individual club and the England coaching team have a say, so it's not a quick decision,"" he said.""But he's a very loyal friend to the club, so there's no question that he's deserting us.",sport
1773,"It was all one-way traffic after the break at the Riverside as Middlesbrough poured forward and Kiely even saved Hreidarsson's blushes when he palmed the ball away to prevent a Charlton own goal.Shaun Bartlett's strike put Charlton back in front but that lead lasted just six minutes before Graham rushed onto Queudrue's pass to head home.Kiely, Hreidarsson, Perry, El Karkouri, Young, Konchesky, Murphy (Euell 78), Holland, Kishishev, Thomas (Johansson 72), Bartlett.",sport
1774,"Doctors in Athens had wanted to operate on Jamie's back immediately but he insisted on delaying any surgery until he arrived back home - something he is now very relieved about.Jamie had to wear a body cast for three and a half months after the accident and spent most of that time flat on his back.""In my back, it felt as though all the muscles had been ripped off my pelvis but I was thinking maybe we could do something with laser therapy and ultra sound and hopefully I'd be able to race.""",sport
1775,"''This is a big issue, now that we have an appeal pending,'' On Wednesday, a fresh IFA hearing into Crawford registration saga, ruled that last week's original verdict had been correct.If we are not back in the Irish Cup after our appeal, and guided by our legal advise, we will seek to lodge an injunction in the courts to stop Bangor playing Portadown.''Newry to fight cup exit in courts
 
 Newry City are expected to discuss legal avenues on Friday regarding overturning their ejection from the Nationwide Irish Cup.",sport
1776,"El Guerrouj targets cross country
 
 Double Olympic champion Hicham El Guerrouj is set to make a rare appearance at the World Cross Country Championships in France.""I haven't quite decided what events I will compete in prior to London but the World Cross Country is an event which is also special to me and is a definite possibility,"" said the two-time champion.
El Guerrouj could meet Bekele in March as the Ethiopian is the defending world cross country champion over both the long and short courses.",sport
1777,"Liverpool revel in night of glory
 
 Liverpool manager Rafael Benitez said their qualification for the next stage of the Champions League was ""one of the proudest nights of my career.""Liverpool's win means all four of England's Champions League representatives have reached the knockout stages for the first time.
The Reds beat Olympiakos 3-1 with a late Steven Gerrard strike and Benitez said: ""It was a really great night.",sport
1778,"Coach Ranieri sacked by Valencia
 
 Claudio Ranieri has been sacked as Valencia coach just eight months after taking charge at the Primera Liga club for the second time in his career.Ranieri first took charge of Valencia in 1997, guiding them to the King's Cup and helping them to qualify for the Champions League.The decision was taken at a board meeting following the side's surprise elimination from the Uefa Cup.",sport
1779,"G Thomas (capt); H Luscombe, T Shanklin, G Henson, S Williams; S Jones, D Peel; G Jenkins, M Davies, A Jones; B Cockbain, R Sidoli; J Thomas, M Williams, M Owen.Wales regained control with a second try in the 21st minute, Henson lobbing up a high kick to the left corner where Shanklin jumped higher than Nitoglia to dot down his 15th Test try.But a clever high kick from Henson almost brought a try for Hal Luscombe when Roland de Marigny and Ludovico Nitoglia made a hash of claiming it as the ball bounced into touch.",sport
1780,"- This year Steve will donate all the proceeds from his London Marathon efforts to victims of the tsunami.Steve will be writing a regular column on the ups and downs of his marathon training for the BBC Sport website.He will be raising money through the Steve Redgrave Trust which supports the Association of Children's Hospices, the Children With Leukaemia charity, and the Trust's own project which aims to provide inner-city schools with rowing equipment.
The bid chairman, Lord Coe, admitted he would never dream of running a marathon, even though he was an Olympic middle-distance runner.Kelly Holmes, former hurdler Alan Pascoe and former sprinter Frankie Fredericks - who is now an IOC member - all wanted to know why anyone would want to run that far.",sport
1781,"""Women's tennis is really strong,"" she said, dismissing suggestions that the fact she could still win reflected badly on the women's game.Navratilova will partner Nathalie Dechy in the doubles event at the Uncle Toby's Hardcourts tournament on Australia's Gold Coast, which begins on Sunday.Navratilova hits out at critics
 
 Martina Navratilova has defended her decision to prolong her tennis career at the age of 48.",sport
1782,"Speaking from La Manga, LTA performance director David Felgate told BBC Sport: ""Jimmy was fantastic with the players and the coaches, and very humble considering what he's achieved.""La Manga is an amazing site to take a bunch of kids who want to be the best,"" said Connors, speaking at Queen's Club in London.LTA chief executive, John Crowther, added: ""The relationship that Jimmy's already started to develop with the coaches and the players has said to us that we'd like some more of it.",sport
1783,"O'Sullivan commits to Dublin race
 
 Sonia O'Sullivan will seek to regain her title at the Bupa Great Ireland Run on 9 April in Dublin.Carroll has stepped up his form in recent weeks and in late January scored an impressive 3,000m victory over leading American Alan Webb in Boston.Mark Carroll, Irish record holder at 3km, 5km and 10km, will make his debut in the mass participation 10km race.",sport
1784,"Martinez, 32, beat Shinobu Asagoe 6-4 6-4 and 18-year-old Mirza beat Jelena Kostanic 6-7 (7-2) 6-4 6-1.Venus stunned by Farina Elia
 
 Venus Williams suffered a first-round defeat for the first time in four years at the Dubai Championships.Mirza, the first Indian woman to win a WTA Tour title this month on home ground at Hyderabad, will now face US Open champion Svetlana Kuznetsova.",sport
1785,"Anelka 'eyes Man City departure'
 
 Striker Nicolas Anelka reportedly wants to leave Manchester City in search of Champions League football.Anelka, 25, is in talks over a contract extension beyond 2007 with City but is believed to fear his career will go stale if he stays at the club.""I won it with Real Madrid in 2000 and I need to be playing in it - and I should be playing in it.",sport
1786,"Souness eyes summer move for Owen
 
 Newcastle boss Graeme Souness is lining up a summer move for England and Real Madrid striker Michael Owen.He sees Owen as the ideal replacement for Alan Shearer, who is due to retire in the summer, although he hopes to persuade Shearer to carry on.He believes the prospect of breaking Jackie Milburn's club scoring record may influence the striker's decision.",sport
1787,"Liverpool brought back Luis Garcia after a hamstring injury, while Newcastle were forced to draft in Kluivert after Craig Bellamy was a late withdrawal with a back injury sustained in the warm-up.And Liverpool were ahead after 37 minutes when Baros slid a perfect pass into Mellor's path for the youngster to slip a slide-rule finish into Given's bottom corner.Patrick Kluivert's close-range finish put Newcastle ahead after 31 minutes, but they were pegged back as Bramble headed in Steven Gerrard's corner.",sport
1788,"Tournament director Craig Watson said: ""I had a message relayed to me from him after Spain's Davis Cup victory, saying he was looking forward to trying to make up for his disappointment in the (2004) final.Sydney return for Henin-Hardenne
 
 Olympic champion Justine Henin-Hardenne will return to action in January's Sydney International tournament.Moya, Spain's Davis Cup final hero in their recent win over the US, had to retire with an ankle injury in the first set of the final.",sport
1789,"And when Neville delivered a cross in a carbon copy of City's best first-half chance, Rooney showed McManaman how to do it - even if he needed the help of Dunne's leg.Man City: James, Mills (Bradley Wright-Phillips 83), Dunne, Distin, Thatcher, Shaun Wright-Phillips, Barton (Macken 68), Sibierski, McManaman, Musampa, Fowler.Man City 0-2 Man Utd
 
 Manchester United reduced Chelsea's Premiership lead to nine points after a scrappy victory over Manchester City.",sport
1790,"They have been charged with failing to ensure that fans refrained from racist and/or abusive behaviour and for failing to prevent spectators throwing missiles onto the pitch.Liverpool have been charged with one breach for failing to prevent their fans conducting themselves in threatening and/or violent and/or provocative behaviour.FA charges Liverpool and Millwall
 
 Liverpool and Millwall have been charged by the Football Association over crowd trouble during their Carling Cup match on 26 October.",sport
1791,"""I know I'm fit enough, I'm strong enough, I'm skilful enough.""Dawson played a vital part in England's World Cup win last year but has fallen out of favour with new coach Andy Robinson after missing a training session in September.Dawson set for new Wasps contract
 
 European champions Wasps are set to offer Matt Dawson a new deal.",sport
1792,"Ferguson rues failure to cut gap
 
 Boss Sir Alex Ferguson was left ruing Manchester United's failure to close the gap on Chelsea, Everton and Arsenal after his side's 1-1 draw with Fulham.The result leaves Ferguson's side fourth in the league on 31 points - four points behind Arsenal and a further five back from Chelsea.
United went ahead through Alan Smith in the 33rd minute before Bouba Diop's superb 25-yard strike cancelled out the visitors' lead in the 87th minute.",sport
1793,"England's World Cup-winning fly-half said last week he was hoping to recover from his latest injury in time to play some role in the championship.That game is the day after England play Italy in the Six Nations and six days before their final match of the championship against Scotland.""It would be irresponsible to put him straight into a Test match,"" Andrew told the Times.",sport
1794,"Hewitt said he had had a ""gutful"" of trying to persuade them to make the surface faster but Tennis Australia's Geoff Pollard rejected his comments.The tournament starts on 17 January, and Pollard said the surface had been speeded up since last year's tournament following complaints by several Australian players.Officials respond in court row
 
 Australian tennis' top official has defended the Australian Open courts at Melbourne Park after criticism of the playing surface by Lleyton Hewitt.",sport
1795,"Injury sidelines Philippoussis
 
 Mark Philippoussis withdrew from the Sydney International tennis tournament as expected on Sunday after suffering a groin injury during the Hopman Cup.Number one men's seed Lleyton Hewitt begins his quest for a fourth Sydney title on Tuesday when he plays Karol Beck.Lindsay Davenport, top seed in the women's draw, has been handed a first-round bye and plays France's Dechy in the second round on Tuesday.
",sport
1796,"Tindall wants second opinion
 
 England centre Mike Tindall is to seek a second opinion before having surgery on a foot injury that could force him to miss the entire Six Nations.England coach Andy Robinson is already without centre Will Greenwood and flanker Richard Hill while fly-half Jonny Wilkinson is certain to miss at least the first two games.""Before a final decision is made on surgery... medical teams have decided he should see a second specialist.""",sport
1797,"Prodigy Monfils blows away Gaudio
 
 French prodigy Gael Monfils underlined his huge promise by beating French Open champion Gaston Gaudio 6-4 7-6 (7-4) in the first round of the Qatar Open.Fabrice Santoro, the 2000 champion, beat Sweden's Thomas Johansson 6-4 6-2 but fourth seed Mikhail Youzhny lost 6-3 7-6 (7-3) to Rafael Nadal.""I play my best tennis when I am fired up on the court and the reason I won today was because I was able to play my natural, attacking game,"" he said.",sport
1798,"Isinbayeva heads for Birmingham
 
 Olympic pole vault champion Yelena Isinbayeva has confirmed she will take part in the 2005 Norwich Union Grand Prix in Birmingham on 18 February.""As Olympic champion there will be more attention on me this year, but hopefully I can respond with another record in Birmingham.""The pair had a thrilling battle in Athens which ended with Isinbayeva finally jumping a world record of 4.91m to claim the gold medal.",sport
1799,"Abbott, Balshaw, Borthwick, A Brown, Chuter, Cohen, Corry, Cueto, Dawson, Ellis, Flatman, Gomarsall, Greening, Greenwood, Grewcock, Hazell, Hill, Hodgson, Kay, King, Lewsey, Moody, Noon, Paul, Robinson, Rowntree, Shaw, Simpson-Daniel, Thompson, Tindall, Titterrell, Vickery, Vyvyan, White, Wilkinson, J Worsley, M Worsley.Balshaw, Cohen, Cueto, Lewsey, Robinson, Simpson-Daniel, Voyce, Abbott, Noon, Paul, Smith, Tait, Tindall, Barkley, Hodgson, King, Wilkinson, Dawson, Ellis, Gomarsall.Chuter, Thompson, Titterrell, Rowntree, Sheridan, Stevens, Vickery, White, Borthwick, Brown, L Deacon, Grewcock, Kay, Shaw, Beattie, Corry, Forrester, Hazell, Jones, Moody, Vyvyan, J Worsley.",sport
1800,"Barcelona title hopes hit by loss
 
 Barcelona's pursuit of the Spanish title took a blow on Sunday as they fell to a 2-0 defeat at home to Atletico Madrid.David Beckham, watched by Sven-Goran Eriksson, came off in the 67th minute with a shoulder injury but should be fit for England's game against Holland.The defeat, coupled with Real Madrid's 4-0 win over Espanyol on Saturday, reduces Barca's lead to four points.",sport
1801,"It comes as a blow to the women's draw as last year's champion, Justin Henin-Hardenne, and runner-up, Kim Clijsters, will also be absent.Capriati out of Australian Open
 
 Jennifer Capriati has become the third leading lady to withdraw from the Australian Open because of injury.She is believed to have picked up the injury at the Advanta Championships at Philadelphia in November and had to pull out of an exhibition match with Wimbledon champion Maria Sharapova on 17 December.",sport
1802,"Greek pair attend drugs hearing
 
 Greek sprinters Kostas Kenteris and Katerina Thanou have appeared before an independent tribunal which will decide if their bans should stand.Yiannis Papadoyiannakis, who was head of the Greek Olympic team at the Athens Games last year, also testified at the tribunal, along with other Greek sports officials and athletes.The five-member tribunal, assembled by the Hellenic Association of Amateur Athletics, is also examining allegations that Kenteris and Thanou avoided tests in Tel Aviv and Chicago before the Games.",sport
1803,"Fuming Robinson blasts officials
 
 England coach Andy Robinson insisted he was ""livid"" after his side were denied two tries in Sunday's 19-13 Six Nations loss to Ireland in Dublin.""I think Mark Cueto scored a perfectly legal try and I think he should have gone to the video referee on Josh Lewsey,"" said Robinson.England have lost their first three matches in this year's Six Nations and four out of their six games since Robinson took over from Sir Clive Woodward in September.
",sport
1804,"There was a third success for Britain when
 
 edged out Russia's Olga Fedorova and Sweden's Jenny Kallur to win the women's 60m race in 7.23secs.Gardener wins double in Glasgow
 
 Britain's Jason Gardener enjoyed a double 60m success in Glasgow in his first competitive outing since he won 100m relay gold at the Athens Olympics.Russia won the meeting with a final total of 63 points, with Britain second on 48 and France one point behind in third.",sport
1805,"Stam spices up Man Utd encounter
 
 AC Milan defender Jaap Stam says Manchester United ""know they made a mistake"" by selling him in 2001.""United made a mistake in selling me,"" Stam told Uefa's Champions magazine.Wednesday's game at Old Trafford will provide an intriguing confrontation between United's young attackers Wayne Rooney and Cristiano Ronaldo and Milan's veteran defence of Stam, Paolo Maldini, Cafu and Alessandro Costacurta.",sport
1806,"Cudicini misses Carling Cup final
 
 Chelsea goalkeeper Carlo Cudicini will miss Sunday's Carling Cup final after the club dropped their appeal against his red card against Newcastle.Cudicini kept a club record 24 clean sheets last season for Chelsea, but Petr Cech has established himself as first choice for Mourinho since moving to Stamford Bridge in summer 2004.But Mourinho has used Cudicini regularly in the Carling Cup, and the Italian has only let in one goal in his four appearances during Chelsea's run to the final.
",sport
1807,"Roddick splits from coach Gilbert
 
 Andy Roddick has ended an 18-month association with coach Brad Gilbert which yielded the US Open title and saw the American become world number one.""The decision to not re-hire Brad Gilbert for the 2005 season is based on what I think is best for my game at this time,"" said Roddick.Federer, who has not had a coach since he split from Peter Lundgren at the end of last year, beat Roddick to win the Wimbledon title and in two other tournament finals.",sport
1808,"Moving the Six Nations from its traditional February beginning should also ensure better weather conditions and ""stimulate greater interest in the games and generally provide increased skills and competition and attract greater spectator viewing"", Pickering argued.WRU proposes season overhaul
 
 The Welsh Rugby Union wants to restructure the Northern Hemisphere season into four separate blocks.The plan will be put before the International Rugby Board next month, where four other plans drawn up by independent consultants for a global integrated season will also be discussed.",sport
1809,"The Australian was not to be denied and a disheartened Roddick made little impact in the fourth set as Hewitt raced to victory, sending the Melbourne crowd wild and ensuring the final will be a huge occasion.""It just took one jackass to shout out,"" said Roddick, adding that the crowd overall was ""very respectful"".
Hewitt fights back to reach final
 
 Lleyton Hewitt kept his dream of an Australian Open title alive with a four-set win over Andy Roddick in Friday's second semi-final.",sport
1810,"Wales get Williams fitness boost
 
 Wales are hopeful that openside flanker Martyn Williams could be fit for Saturday's RBS 6 Nations championship opener against England in Cardiff.Charvis will be reviewed by the Wales medical staff next Monday, but Davies admitted that there was only an ""outside chance"" of him being fit to face France in Wales' third championship game on 26 February.Last week Williams, along with fellow flanker Colin Charvis - who is unlikely to play for at least a month while he recovers from a foot injury - was all but ruled out of the Millennium Stadium clash.",sport
1811,"""As far as I'm concerned, that incident and Mark Cueto's effort from Charlie Hodgson's cross-field kick that led to what looked like a good try were the two key elements in the game.""Lewsey puzzle over disallowed try
 
 England's Josh Lewsey has claimed he was denied a late try in his side's Six Nations loss to Ireland.""I'm positive I touched the ball down over the line,"" Lewsey told BBC Sport.",sport
1812,"He has huge experience, he's won two Grand Slam titles, he's won 24 titles, he's a great player and he deals with pressure.""""In the third set, just all of a sudden, it all turn around completely in a way I couldn't expect,"" said Safin.Safin relieved at Aussie recovery
 
 Marat Safin admitted he thought he was suffering another Australian Open final nightmare when he lost the opening set to Lleyton Hewitt.",sport
1813,"""I was quite surprised because I didn't think I'd end up with second place,"" said Johnson, who wore London's 2012 Olympic bid slogan, ""Back the Bid"", on her shorts.The Olympic champion set a new indoor personal best of 22.38 seconds - the fastest time in the world this season.Holmes back on form in Birmingham
 
 Double Olympic champion Kelly Holmes was back to her best as she comfortably won the 1,000m at the Norwich Union Birmingham Indoor Grand Prix.",sport
1814,"""He's been responding well to treatment and started running on Friday, but we'll have to wait and see,"" he told BBC Five Live's Sportsweek.Kenyon denies Robben Barca return
 
 Chelsea chief executive Peter Kenyon has played down reports that Arjen Robben will return for the Champions League match against Barcelona.""We're looking to getting him back as soon as possible, but he'll be back when it's right for him and for us.",sport
1815,"McIlroy wins 800m indoor title
 
 James McIlroy motored to the AAA's Indoor 800m title in Sheffied on Sunday in a time of one minute, 47.97 seconds.Derval O'Rourke broke her own Irish 60m hurdles record by clocking 8.06 which left her third behind new British record holder Sarah Claxton (7.96).James Nolan (3:46.04) took second in the men's 1500m behind Neil Speaight (3:45.86) but the Offaly man was outside the European Indoor standard.",sport
1816,"""If I didn't think I could win I would not be here,"" said Gebrselassie, who has set world records on 18 occasions in his illustrious career and is keen to add the marathon record to his collection.""It is a coup for us to secure Haile's presence for the next three years and it guarantees a quality race,"" said race director David Bedford.Gebrselassie in London triple bid
 
 Double Olympic 10,000m champion Haile Gebrselassie will race in the London Marathon for the next three years.",sport
1817,"Collins was suspended by the US Anti-Doping Agency based on patterns observed in her blood and urine tests as well as evidence in the Balco investigation.Collins appeals against drugs ban
 
 Sprinter Michelle Collins has lodged an appeal against her eight-year doping ban with the North American Court of Arbitration for Sport (CAS).The 33-year-old received the ban last month as a result of her connection to the federal inquiry into the Balco doping scandal.",sport
1818,"Men's champion Marat Safin remains fourth in the ATP rankings while beaten finalist Lleyton Hewitt replaces Andy Roddick as world number two.Serena becomes world number two
 
 Serena Williams has moved up five places to second in the world rankings after her Australian Open win.Her rise means Australia have a player in the top 10 of the men's and women's rankings for the first time in 21 years.",sport
1819,"Roddick into San Jose final
 
 Andy Roddick will play Cyril Saulnier in the final of the SAP Open in San Jose on Sunday.The American top seed and defending champion overcame Germany's Tommy Haas, the third seed, 7-6 (7-3) 6-3.The Frenchman twisted his ankle early in the second set but overcame Melzer, who was left fuming over a series of line calls, 6-7 (3-7) 6-3 6-3.",sport
1820,"Legendary Dutch boss Michels dies
 
 Legendary Dutch coach Rinus Michels, the man credited with developing ""total football"", has died aged 77.Michels had recently undergone heart surgery and Dutch football federation (KNVB) spokesman Frank Huizinga said: ""He was one of the best coaches we had in history.""Michels, named coach of the century by world football's governing body Fifa in 1999, also won five caps for the Netherlands as a bruising centre forward.",sport
1821,"Ferguson puts faith in youngsters
 
 Manchester United manager Sir Alex Ferguson said he has no regrets after his second-string side lost 3-0 away at Fenerbahce in the Champions League.Ferguson admitted his side were well-beaten by the Turks, a result which meant they finished second in Group D behind Lyon.""I didn't think it made much difference whether we won the group or finished second and I still don't.",sport
1822,"Off-colour Gardener storms to win
 
 Britain's Jason Gardener shook off an upset stomach to win the 60m at Sunday's Leipzig International meeting.Gardener clocked 6.56 seconds to equal the meeting record and finished well ahead of Germany's Marc Blume, who crossed the line in 6.67 secs.Gardener, part of the Great Britain 4x100m quartet that won gold at the Athens Olympics, will now turn his attention to next weekend's Norwich Union European Indoor trials in Sheffield.",sport
1823,"Clijsters was also due to marry fellow tennis star Lleyton Hewitt in February but the pair split ""for private reasons"" back in October.
Clijsters set for February return
 
 Tennis star Kim Clijsters will make her return from a career-threatening injury at the Antwerp WTA event in February.""Kim had considered returning to action in Paris on 7 February,"" a statement on her website said.",sport
